representation,profile,profile_family,source_family,acquisition_block,run_dir,offset_index,offset_radians,epsilon_level,sparse_realization,offset_group,count_retard,count_stay,count_advance,estimated_eps,unresolved_near_zero,peer_count,bin_sparsity,physical_hash,prompt_hash
intervals_24_decimal6,sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,12,-1.01205578829373,na,na,g2,7,0,5,0.375,False,8,0.25,fe1fc37a687b6f058a403653ebf4b7016697c192ab582bcd9faa5aff2bf7095e,6d2a7946b44859a5e3ecb234767ef4b472666cf4fceff09f79951332accc8daa
intervals_24_decimal6,sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,13,-0.815390451126862,na,na,g2,6,0,6,0.5,False,8,0.25,4d734eade999714d492405dca2439135047afe064042a0032bd7541487f3ecf8,50e42d9d0099e010a86830a9742664f868c1cdfdcd15194dc46715ada0afce36
intervals_24_decimal6,sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,14,-0.582253411155328,na,na,g2,3,0,9,0.5,False,8,0.25,6c8c48f1532e6a85905598fd7d729385857f2115dc978ee277cbaa9a0fe8ecfa,ba3295143e5e5e08c84f6b422e69de12605e5a80d05088d998bd2169c79b51ae
intervals_24_decimal6,sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,15,-0.424110634258503,na,na,g2,6,0,6,0.5,False,8,0.20833333333333334,b3a654241ce8204a43de2475ce3c24482a4104c152fb3adfa24e3c647dc01fce,f6f9f9d0b21a4eb0804a0ef7bff1fb7b4eac205babe5315da5f1565dc83f1aaa
intervals_24_decimal6,sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,16,-0.252363301580937,na,na,g2,8,0,4,0.5,False,8,0.25,2b0beb630493881503767b662590220185f725a615d6a188ba8122fb66a9eb55,7c838b3f1ab6e9e360afd8d29554debfeffc4eb455df833aa50716f1ddc30d8f
intervals_24_decimal6,sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,17,-0.126277469898986,na,na,g2,0,11,1,0.5,False,8,0.20833333333333334,ec3ea1ae2ae59eba5768eb4df1e61d5caad87e4adff786bc63897f0bb1052803,63af9f2aac5cd7163c825257dcc59411df3d9b0fc263ca1e5ef5ea73aa2e8f48
intervals_24_decimal6,sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,18,0.126277469898986,na,na,g3,0,10,2,0.5,False,8,0.20833333333333334,605e9d040dd67d35b8b132b88742a531d2b7db050e8748bdc7e26ba13e88cd8f,6dc63b46201bc75cf6cfb52691fc9fee96f71e70820dc2aadfbea4d350039fbf
intervals_24_decimal6,sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,19,0.252363301580937,na,na,g3,1,1,10,0.5,False,8,0.25,eee79e60ce616a56c0e5900c0f08096ae271cf27850d55a65d96853830412eda,b3010fed9bec155886c62c2c6963702ac16d2d3b7145effec7003a4c0f00d22f
intervals_24_decimal6,sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,20,0.424110634258503,na,na,g3,10,0,2,0.5,False,8,0.20833333333333334,5bacf78c457e1fc6335b742a27d0830ac784d8a8119b939c935f3f865eb9748e,c3461e1100f51e8c769e00b6840145c9f4af510462fd74ce6d416207f5472371
intervals_24_decimal6,sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,21,0.582253411155328,na,na,g3,0,0,12,0.5,False,8,0.25,b293c04ae4694b3bd9a0ab69e1579ab4b2275bbe87c1cf1ea741cc34b6155c8e,b00740858ffb3843d22a3d75bae5cba686773edf379e2565bedd45926ccd0b4e
intervals_24_decimal6,sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,22,0.815390451126862,na,na,g3,4,0,8,0.5,False,8,0.25,773c0de19a918df0342446bd11c0981095d1f4e637123ad119b180b7fcc45fd2,5e8bd63d6016f496e8bb02b14ced72b9993da2204981b6f6895fdb720233fd54
intervals_24_decimal6,sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,23,1.01205578829373,na,na,g3,0,0,12,0.375,False,8,0.25,30a13f32dbe187dbe687716e833689574ef63adc5d30faa5e686829f16f2d355,dcfdeed84d9b5268f9e7c30eca344419ecebf273f3c77cf4e2c33742d0e658cf
intervals_24_decimal6,sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,24,1.193267876314604,na,na,g4,1,0,11,0.375,False,8,0.20833333333333334,7ccb1f58cf6ea56c0bcfc893bcdb0f73a1fbfdfc30f8d0a080d394469636df04,1e21d4f1e9ab13fd25e0775ed3cef92546c0d0b1432de3c136d493f09741eb75
intervals_24_decimal6,sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,25,1.326501968991361,na,na,g4,1,0,11,0.25,False,8,0.25,b2a4d28a73110b02c590e8a1d79835eccf0cb17be215ace6b12ed758222a99c0,36144bfaa68789b8402c390d133d3073ede24d773998cacd6ad7dc179b33c74c
intervals_24_decimal6,sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,26,1.459132129739855,na,na,g4,3,0,9,0.125,False,8,0.20833333333333334,de89dc5ac80f4eaf152e82260fc9874d77e2b29ef69d29e035ab44aed91884a7,0260c48d798175da9f1af0266995fc7dc3ba30ffe0e15e7a0cae8e97901af012
intervals_24_decimal6,sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,27,1.70513797996314,na,na,g4,2,0,10,-0.125,False,8,0.20833333333333334,b796e77072e3d0560aaccfe410db87d54f644b4478c5cd0f6c1edc4873d52a78,1ced92c9e8995f793e5a74537b6dde350e706e5f7e51402b10279c1c7a1eb106
intervals_24_decimal6,sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,28,1.81130581486731,na,na,g4,5,0,7,-0.25,False,8,0.25,b113ece7943c6f924b45902647407ec820aabde5944d0f32b72edd741fdb769c,501f056e11a853d29e0160feac779b512e52a0b0c5867d13d26fdd30ac01ebf4
intervals_24_decimal6,sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,29,1.955683617054956,na,na,g4,3,0,9,-0.375,False,8,0.20833333333333334,ba05d44999c42c6e507d9e1e570a5fc8eca6d1fe5225a6efebdc97d76e771da3,8e5d7ad88d2cddbf0e3095b9f5947f40ca9f715d03e3ef7167fbb37581ba244a
intervals_24_decimal6,sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,30,2.125472971056087,na,na,g5,1,0,11,-0.375,False,8,0.25,bd0165672a7f738adce087a7208ed891021b2e6b2e56bdd7dc8023fe5f17e3e0,89bb6f6bb6075a28c6c6ceff7d62666dda95c2b73e1a8ee2cd8e334c9ac43f21
intervals_24_decimal6,sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,31,2.360717942934366,na,na,g5,0,0,12,-0.5,False,8,0.25,f25ab570840fa17748dea4501dc651c393fbb1ff26f8bd24f696670609930baa,177d723984a7a5795e4faf5f8d4707a0c884f218a5d6241384077cdd8783bcff
intervals_24_decimal6,sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,32,2.518873672395674,na,na,g5,4,0,8,-0.5,False,8,0.20833333333333334,e9e9e6dcd5eb02c546a7b8616941c09b11bb9b6e19a242619787781b5912edb7,9f633f137db9686a1607645f5aca71d63162d18e60deb114057c6b325dbc2830
intervals_24_decimal6,sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,33,2.746279632217894,na,na,g5,8,0,4,-0.5,False,8,0.20833333333333334,769727ffb060f1baa5d3ac49d2c6823acd569d3214a70abc6974687a150aec1c,a7c157c34076ded3402435eb5719c5a28187c8cb34e6274ed1fd10c7e9cfcc8d
intervals_24_decimal6,sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,34,2.92640177655781,na,na,g5,5,0,7,-0.5,False,8,0.25,ff78d227cb1ffa005c06c2467e8f02d84c46a7ec52ebafdfffad71d6f8fe751f,51aa9d62d139de5e12ab6b3e11fdb5add12a2d52548087a311439d2a2c6ed687
intervals_24_decimal6,sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,35,3.060726315293831,na,na,g5,7,3,2,-0.5,False,8,0.20833333333333334,9e4fc0f23e667ea3a6a804c920192268ef68897890098f00e9f88dbcdc1b769a,824c2bcd7760aca1c254368545e48b437156e41a3c3b18c488a9a8e580b2a7b2
intervals_24_decimal6,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,0,-3.060726315293831,na,na,g0,3,6,3,0.0,False,16,0.4166666666666667,3f15723d797f71a16734a114a019bee40420d97462026d0f9cebb20453e25f9b,133d0b066da65fd1fcd32ebde76222fec48e9435212712c38143d9c610f34d1a
intervals_24_decimal6,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,1,-2.92640177655781,na,na,g0,2,7,3,0.0,False,16,0.5,4fd67677f1f539b6de412458ae45e497026491fc0b8f2178b6995c8254095d8d,be485df9cd4abc69a115276398099015dede35a96f81dbfb8c188b36f60d7975
intervals_24_decimal6,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,2,-2.746279632217894,na,na,g0,8,0,4,0.0,False,16,0.4166666666666667,f3595984f7631ab0bc0c00daf10d3f39d89cb7a68022590f1e1d7eefe150a805,f0148b5f41092521262930a484650bd9b703ba4bd801dbb4c6832b0f110f1c82
intervals_24_decimal6,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,3,-2.518873672395674,na,na,g0,4,0,8,0.0,False,16,0.4166666666666667,cf57e0aaebf07060fd635595077f4e3f6a84b2a86d68c7a5a0d9176606b52b95,cdeba8faa25bd0bb8d91dbc70f81d2193d31ac955d6a99597eb52052a26d4dca
intervals_24_decimal6,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,4,-2.360717942934366,na,na,g0,4,0,8,0.0,False,16,0.5,ed4d869aa28c45d54dfe19d3f51f2899b5a75a288f1bec3090ca08690d30997a,69acb8523a64673461f3db938d4fb7a44b145469f849bb5ff8b3baf5dd0c8ad2
intervals_24_decimal6,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,5,-2.125472971056087,na,na,g0,5,6,1,0.0,False,16,0.5,806d59e3b8be384d5bd76d9e081aa76eb97a6d4e4a356eede2f2e5df5dd12b14,557e3622462d93e22e617b20436c11ddf4ef6b482ca443108ce68b270eccc549
intervals_24_decimal6,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,6,-1.955683617054956,na,na,g1,3,6,3,0.0,False,16,0.4166666666666667,6e476bc10e2527ab63f54feb2d78c1cabf3d4ee4a0f0bf49cd9a1f7920a698fc,0d5e1a046a8764372e09ff6ba3ddc16f41210949e028208d512be3cd4ac6a33f
intervals_24_decimal6,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,7,-1.81130581486731,na,na,g1,0,12,0,0.0,False,16,0.5,233ff259b3e3bd24e3558f6c14f6349bd3a4aa4f5b8632aaf9908f5a46b70dec,717694f3b292e9819dde1b42ef7b44b0c09f5a15e1114e9d6f6b5cdcae95b178
intervals_24_decimal6,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,8,-1.70513797996314,na,na,g1,3,6,3,0.0,False,16,0.4166666666666667,fafd50467b264ecbe5be16ad8d6976e1d55318c67ef8abe91ef7064a99cf9544,9a03578d5ec3248185c075807c709fccb835fe61765be2ce68095fb5b8c6871a
intervals_24_decimal6,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,9,-1.459132129739855,na,na,g1,2,7,3,0.0,False,16,0.4166666666666667,a85e4ddf6622d5493477209fb47d74049d78252f6119217e362fccae6fa1a9d9,15deb809b7fd829390fc20b161db223204e4f7769ea3831d2532085176397351
intervals_24_decimal6,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,10,-1.326501968991361,na,na,g1,3,9,0,0.0,False,16,0.5,0f62efbc35ee9f9db06cf3e83fbe041110f9c46e81b14b772920247be7372454,3a679750d98f677aaa2b194a3bf7b0687e01b51ce8d0e77fbcbdb2babf9ae529
intervals_24_decimal6,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,11,-1.193267876314604,na,na,g1,1,3,8,0.0,False,16,0.4166666666666667,0e8dbfa9c83fb6d34eeb694daa74f28f0989154ef9b23082642420fc689d8ff2,0fb83dca4a5b70dd0d4746d80e94b4f1f2aea9bcd4b46365dafc8176b23deda0
intervals_24_decimal6,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,12,-1.01205578829373,na,na,g2,2,5,5,0.0,False,16,0.5,11fd26e1c58c8b673ed486584841eaaa17b2b2d3fead542abd749c97e3488363,0bab420d71c987e90f42e626bdc507a453c1be71e34d4e3bae5e22be3cf929b9
intervals_24_decimal6,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,13,-0.815390451126862,na,na,g2,6,2,4,0.0,False,16,0.5,ae2b7a5741f81baf334daf14586a82b21496a0284f0312e7687f9535eb58b3dd,1b64b42636835951af7a291d54fa842f7e0a8e9f1ea05dd012b6d99b39820e10
intervals_24_decimal6,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,14,-0.582253411155328,na,na,g2,5,2,5,0.0,False,16,0.5,80ab8b634a3dadd39423291e6acb46a9556f7548e42bf7eebd3feff79ab8f223,a2ca135e4d38bcb67b09fdb94587dd8874fb650f3825136e522e283c6923af90
intervals_24_decimal6,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,15,-0.424110634258503,na,na,g2,11,0,1,0.0,False,16,0.4166666666666667,4f77fc3853ea8047d67a61d6df4b4e0463ded584a3abfc2ab2831525d1f3c2ac,2472c66400dd3e826f38e7a6caa1082381d2b57c4103e7a7c98f240ad6b1a938
intervals_24_decimal6,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,16,-0.252363301580937,na,na,g2,4,0,8,0.0,False,16,0.5,09d5989de82bcd7d95f2860f92329f3615f095c971f58a0243b11ae79cf6ca5d,622b75a7a20d6ae7d84a3ccec0171444fc915c22ede009f202b7b4513f1b59c0
intervals_24_decimal6,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,17,-0.126277469898986,na,na,g2,3,8,1,0.0,False,16,0.4166666666666667,2d974f94a2d4b362243ec3254db374ef1553258c0920c8ee09386a7544ac92dc,81ae05b5b670a94c075c9e2477361dfd14e0b218c4b40d2b8133d11ff3fab437
intervals_24_decimal6,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,18,0.126277469898986,na,na,g3,2,8,2,0.0,False,16,0.4166666666666667,3f15723d797f71a16734a114a019bee40420d97462026d0f9cebb20453e25f9b,133d0b066da65fd1fcd32ebde76222fec48e9435212712c38143d9c610f34d1a
intervals_24_decimal6,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,19,0.252363301580937,na,na,g3,2,7,3,0.0,False,16,0.5,4fd67677f1f539b6de412458ae45e497026491fc0b8f2178b6995c8254095d8d,be485df9cd4abc69a115276398099015dede35a96f81dbfb8c188b36f60d7975
intervals_24_decimal6,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,20,0.424110634258503,na,na,g3,5,1,6,0.0,False,16,0.4166666666666667,f3595984f7631ab0bc0c00daf10d3f39d89cb7a68022590f1e1d7eefe150a805,f0148b5f41092521262930a484650bd9b703ba4bd801dbb4c6832b0f110f1c82
