representation,profile,profile_family,source_family,acquisition_block,run_dir,offset_index,offset_radians,epsilon_level,sparse_realization,offset_group,count_retard,count_stay,count_advance,estimated_eps,unresolved_near_zero,peer_count,bin_sparsity,p_fail,n_trace_calls
centers_24_standard,sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,29,1.955683617054956,na,na,g4,4,0,8,-0.375,False,8,0.20833333333333334,0.0,48
centers_24_standard,sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,30,2.125472971056087,na,na,g5,5,0,7,-0.375,False,8,0.25,0.0,48
centers_24_standard,sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,31,2.360717942934366,na,na,g5,11,0,1,-0.5,False,8,0.25,0.0,48
centers_24_standard,sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,32,2.518873672395674,na,na,g5,12,0,0,-0.5,False,8,0.20833333333333334,0.0,48
centers_24_standard,sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,33,2.746279632217894,na,na,g5,11,0,1,-0.5,False,8,0.20833333333333334,0.0,48
centers_24_standard,sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,34,2.92640177655781,na,na,g5,3,7,2,-0.5,False,8,0.25,0.0,48
centers_24_standard,sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,35,3.060726315293831,na,na,g5,10,1,1,-0.5,False,8,0.20833333333333334,0.0,48
centers_24_standard,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,0,-3.060726315293831,na,na,g0,0,12,0,0.0,False,16,0.4166666666666667,0.0,48
centers_24_standard,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,1,-2.92640177655781,na,na,g0,0,5,7,0.0,False,16,0.5,0.0,48
centers_24_standard,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,2,-2.746279632217894,na,na,g0,5,0,7,0.0,False,16,0.4166666666666667,0.0,48
centers_24_standard,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,3,-2.518873672395674,na,na,g0,6,0,6,0.0,False,16,0.4166666666666667,0.0,48
centers_24_standard,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,4,-2.360717942934366,na,na,g0,6,0,6,0.0,False,16,0.5,0.0,48
centers_24_standard,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,5,-2.125472971056087,na,na,g0,9,1,2,0.0,False,16,0.5,0.0,48
centers_24_standard,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,6,-1.955683617054956,na,na,g1,5,7,0,0.0,False,16,0.4166666666666667,0.0,48
centers_24_standard,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,7,-1.81130581486731,na,na,g1,1,8,3,0.0,False,16,0.5,0.0,48
centers_24_standard,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,8,-1.70513797996314,na,na,g1,2,10,0,0.0,False,16,0.4166666666666667,0.0,48
centers_24_standard,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,9,-1.459132129739855,na,na,g1,11,1,0,0.0,False,16,0.4166666666666667,0.0,48
centers_24_standard,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,10,-1.326501968991361,na,na,g1,5,6,1,0.0,False,16,0.5,0.0,48
centers_24_standard,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,11,-1.193267876314604,na,na,g1,4,6,2,0.0,False,16,0.4166666666666667,0.0,48
centers_24_standard,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,12,-1.01205578829373,na,na,g2,3,4,5,0.0,False,16,0.5,0.0,48
centers_24_standard,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,13,-0.815390451126862,na,na,g2,2,9,1,0.0,False,16,0.5,0.0,48
centers_24_standard,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,14,-0.582253411155328,na,na,g2,1,10,1,0.0,False,16,0.5,0.0,48
centers_24_standard,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,15,-0.424110634258503,na,na,g2,10,1,1,0.0,False,16,0.4166666666666667,0.0,48
centers_24_standard,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,16,-0.252363301580937,na,na,g2,5,5,2,0.0,False,16,0.5,0.0,48
centers_24_standard,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,17,-0.126277469898986,na,na,g2,0,12,0,0.0,False,16,0.4166666666666667,0.0,48
centers_24_standard,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,18,0.126277469898986,na,na,g3,0,12,0,0.0,False,16,0.4166666666666667,0.0,48
centers_24_standard,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,19,0.252363301580937,na,na,g3,0,5,7,0.0,False,16,0.5,0.0,48
centers_24_standard,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,20,0.424110634258503,na,na,g3,8,0,4,0.0,False,16,0.4166666666666667,0.0,48
centers_24_standard,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,21,0.582253411155328,na,na,g3,2,0,10,0.0,False,16,0.5,0.0,48
centers_24_standard,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,22,0.815390451126862,na,na,g3,5,0,7,0.0,False,16,0.5,0.0,48
centers_24_standard,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,23,1.01205578829373,na,na,g3,8,1,3,0.0,False,16,0.5,0.0,48
centers_24_standard,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,24,1.193267876314604,na,na,g4,7,3,2,0.0,False,16,0.4166666666666667,0.0,48
centers_24_standard,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,25,1.326501968991361,na,na,g4,2,10,0,0.0,False,16,0.5,0.0,48
centers_24_standard,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,26,1.459132129739855,na,na,g4,0,12,0,0.0,False,16,0.4166666666666667,0.0,48
centers_24_standard,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,27,1.70513797996314,na,na,g4,9,1,2,0.0,False,16,0.4166666666666667,0.0,48
centers_24_standard,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,28,1.81130581486731,na,na,g4,2,9,1,0.0,False,16,0.5,0.0,48
centers_24_standard,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,29,1.955683617054956,na,na,g4,1,7,4,0.0,False,16,0.4166666666666667,0.0,48
centers_24_standard,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,30,2.125472971056087,na,na,g5,7,5,0,0.0,False,16,0.5,0.0,48
centers_24_standard,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,31,2.360717942934366,na,na,g5,0,9,3,0.0,False,16,0.5,0.0,48
centers_24_standard,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,32,2.518873672395674,na,na,g5,12,0,0,0.0,False,16,0.4166666666666667,0.0,48
centers_24_standard,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,33,2.746279632217894,na,na,g5,10,0,2,0.0,False,16,0.4166666666666667,0.0,48
centers_24_standard,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,34,2.92640177655781,na,na,g5,6,3,3,0.0,False,16,0.5,0.0,48
centers_24_standard,sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_1,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block1_799847a0e9dc\20260723T130740Z,35,3.060726315293831,na,na,g5,0,12,0,0.0,False,16,0.4166666666666667,0.0,48
centers_24_standard,sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,0,-3.060726315293831,na,na,g0,2,10,0,-0.5,False,8,0.20833333333333334,0.0,48
centers_24_standard,sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,1,-2.92640177655781,na,na,g0,5,0,7,-0.5,False,8,0.25,0.0,48
centers_24_standard,sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,2,-2.746279632217894,na,na,g0,10,0,2,-0.5,False,8,0.20833333333333334,0.0,48
centers_24_standard,sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,3,-2.518873672395674,na,na,g0,2,0,10,-0.5,False,8,0.20833333333333334,0.0,48
centers_24_standard,sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,4,-2.360717942934366,na,na,g0,6,0,6,-0.5,False,8,0.25,0.0,48
centers_24_standard,sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,5,-2.125472971056087,na,na,g0,2,0,10,-0.375,False,8,0.25,0.0,48
centers_24_standard,sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,6,-1.955683617054956,na,na,g1,0,0,12,-0.375,False,8,0.20833333333333334,0.0,48
centers_24_standard,sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,7,-1.81130581486731,na,na,g1,2,0,10,-0.25,False,8,0.25,0.0,48
centers_24_standard,sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,8,-1.70513797996314,na,na,g1,1,0,11,-0.125,False,8,0.20833333333333334,0.0,48
centers_24_standard,sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,9,-1.459132129739855,na,na,g1,2,0,10,0.125,False,8,0.20833333333333334,0.0,48
centers_24_standard,sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,10,-1.326501968991361,na,na,g1,0,0,12,0.25,False,8,0.25,0.0,48
centers_24_standard,sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,11,-1.193267876314604,na,na,g1,2,0,10,0.375,False,8,0.20833333333333334,0.0,48
centers_24_standard,sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,12,-1.01205578829373,na,na,g2,0,0,12,0.375,False,8,0.25,0.0,48
centers_24_standard,sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,13,-0.815390451126862,na,na,g2,0,0,12,0.5,False,8,0.25,0.0,48
centers_24_standard,sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,14,-0.582253411155328,na,na,g2,7,0,5,0.5,False,8,0.25,0.0,48
centers_24_standard,sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,<PROJECT_ROOT>\runs\stimulus_manifold\stimulus-manifold-v0.1-block2_74b53d4dd97b\20260723T131309Z,15,-0.424110634258503,na,na,g2,7,0,5,0.5,False,8,0.20833333333333334,0.0,48
