representation,profile,profile_family,source_family,acquisition_block,run_dir,offset_index,offset_radians,epsilon_level,sparse_realization,offset_group,count_retard,count_stay,count_advance,estimated_eps,unresolved_near_zero,peer_count,bin_sparsity,physical_hash,prompt_hash
intervals_24_decimal6,kappa_2,kappa_2,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,24,1.193267876314604,na,na,g4,0,0,24,0.1831853683790371,False,240,1.0,d9e5b06f3cef796f3b7f9cfd7fa4595c384d5b18be8929e1e798e50948949cbb,061832d5ffa797d2d30c1f603b28d602b677bee9d15468eb45acd8aae3064141
intervals_24_decimal6,kappa_2,kappa_2,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,25,1.326501968991361,na,na,g4,1,0,23,0.12191166440439583,False,240,1.0,3439cc9ecc40274c8b01e9ebe240c01d8e4a5c036fccbb8ea0249b3fe13a5e0f,9f6581472d44800de6422f50fef8a7d75b03082f9671fc0acc93928d28577240
intervals_24_decimal6,kappa_2,kappa_2,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,26,1.459132129739855,na,na,g4,0,0,24,0.05664294586019003,False,240,1.0,d9aa81b7f8f7a1b25eeb711bff0fd6940ed469e596f682d324fb56916c3a93a9,571fa24e957778897f92882dbc575ffee995e9ba61c9861fe61d625a6582cc81
intervals_24_decimal6,kappa_2,kappa_2,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,27,1.70513797996314,na,na,g4,0,0,24,-0.0680138953000543,False,240,1.0,f6d87528734dccb8dc8a5cba9b8b2cb6a99ecff28c9c478b6d2064be5eb6d90e,12b8ab71e59af2d72d571b9926477b27e07a4439006b7450ceab2b9966a471c8
intervals_24_decimal6,kappa_2,kappa_2,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,28,1.81130581486731,na,na,g4,1,0,23,-0.12009858277344765,False,240,1.0,09f41686a11de6fd8f80d9cee5bcb91fc31f5ee19b073cc940fed4ae5cfaf0f3,8662d18327ad04f6d8d73eeebf2b03c8d15411000d6d162dea4e206560ec5db1
intervals_24_decimal6,kappa_2,kappa_2,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,29,1.955683617054956,na,na,g4,3,0,21,-0.18640655547408697,False,240,1.0,434d0195cbc9ed4adf85b61971e06dab1e3773970223b40f129076806c58e13f,d9932bef3553066070164cf3c1beae683a3772fdaf9a3453577a35a4c92a663d
intervals_24_decimal6,kappa_2,kappa_2,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,30,2.125472971056087,na,na,g5,0,0,24,-0.25506390955320996,False,240,1.0,949d0c2ddf05346886951a06221a547b390ad9cae12689a0f5d3ce8ce4ee1966,ad0d1aa6a8bbcaf824e645fb1019a356e8c0bfc169786472444648a1c0aa6c6f
intervals_24_decimal6,kappa_2,kappa_2,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,31,2.360717942934366,na,na,g5,3,0,21,-0.3301696281028802,False,240,1.0,ad9bb82a7ac87b76459adace3439a9ac456ea9f59620f6a4d8a0ab97b4df9b07,82d98c92b232747df8a2de52459a0654052a025f9d07a8d2370867b48f82f30a
intervals_24_decimal6,kappa_2,kappa_2,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,32,2.518873672395674,na,na,g5,12,0,12,-0.36723642676760815,False,240,1.0,b7e33a0278ca8e172b3fee3a6f8b12d6cf71d19d42b699d53cb0bee607d669f1,cd3836e9a86a8450e1d9a41a8d124969f048fa944a1c17f7deaebadd99c59088
intervals_24_decimal6,kappa_2,kappa_2,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,33,2.746279632217894,na,na,g5,12,0,12,-0.4032775609678237,False,240,1.0,aa87d5db3f2f413fbcf2c0ecfec1d440128ccf339f4e86a744baeb4d89d1bed6,7af0fa7a2e14b5c02f58aff5f4976a230998460306c7ac807911fba49f50c66d
intervals_24_decimal6,kappa_2,kappa_2,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,34,2.92640177655781,na,na,g5,14,0,10,-0.41926034700307785,False,240,1.0,69983bb03a0626c122583af5ea842103408870c396003b7795a3311e7f659245,e036e5c75bf08a5ddad3ca60b6bbd6d56f8895b5c2bf638bb16174d799c8d06e
intervals_24_decimal6,kappa_2,kappa_2,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,35,3.060726315293831,na,na,g5,13,1,10,-0.42483909901078,False,240,1.0,198e306a3004da990e4e10267d5b1de6f332c751b3cd731ca820e08dc628f900,3c9a41c40af040d749d7c708f27e041f1231293828bfc92203d6ce8867a91a63
intervals_24_decimal6,kappa_4,kappa_4,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,0,-3.060726315293831,na,na,g0,22,0,2,-0.4923970394261312,False,240,1.0,3faa50e453551d0facae7ade3a41cbf751a5605a4184cd3276532b3a1e9e8eb6,5fe3503252af6dde9e0be472970c6c39847dc26c004eb133db9d71ac5fef5bbe
intervals_24_decimal6,kappa_4,kappa_4,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,1,-2.92640177655781,na,na,g0,1,0,23,-0.4901049621453646,False,240,1.0,597009edf9c108fc674eb6253610dfc099f4d0a417605e26d3c6d35c68f38e14,9d6ffc54bf569a0f4c71be3a1d7cb99d97c9b0a3cfb51e1818bb20300e044af4
intervals_24_decimal6,kappa_4,kappa_4,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,2,-2.746279632217894,na,na,g0,7,3,14,-0.4825785465000188,False,240,1.0,999129c54d0a807b198d67d5bea3b04be3500fddf9197cf5816d227dbe52403d,02ea44806e0322c006a48c2e44a05b1de9ab636f4d37f6738e6e599cd5fd0ed6
intervals_24_decimal6,kappa_4,kappa_4,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,3,-2.518873672395674,na,na,g0,16,0,8,-0.4607002756253143,False,240,1.0,cc4d4fb29ad4734bf401c18b1819e92e59ecdf89b087b87c03bcacf4467108a9,dc12b06505b6aaae80bc8de3e929513bb939311f7cac57cf690d60da8f69321e
intervals_24_decimal6,kappa_4,kappa_4,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,4,-2.360717942934366,na,na,g0,17,0,7,-0.43177043816185057,False,240,1.0,3b5e169f87c156b959ad0e23a5b3b32f74258dd4b766880a59b0b5c67535d499,d0491f8f28796fbd35269ee1303d17fa6aac4efacac8d967613ed5d835307027
intervals_24_decimal6,kappa_4,kappa_4,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,5,-2.125472971056087,na,na,g0,22,0,2,-0.356303767681432,False,240,1.0,8b2a8f0b2f8bf7c0854da1fd2fa14ea5d350a176b223cf6d238835b71772ecea,f88d8b2a856013adbda05c3cfe6b17518c9eb6aadd25116bb44cf3ac1cbed6b7
intervals_24_decimal6,kappa_4,kappa_4,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,6,-1.955683617054956,na,na,g1,14,0,10,-0.2717003825795776,False,240,1.0,080c56e6b91218038e449eac6b6d8defb34e17d0c951ebb97c522967fb0979ea,27e17b5469ec4fe7042280feea11605f01a470990a8e25d77bcd8b714071c8ef
intervals_24_decimal6,kappa_4,kappa_4,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,7,-1.81130581486731,na,na,g1,18,0,6,-0.17989256424468192,False,240,1.0,8e6841c0dd4b26c1062adafe16f12725d5e662183dbb3ce77902f08bda80ead6,0bbdb82c302345ca1abe3670cbf8f5a0b4bf1d837702bed9d772bd3f3a2deed8
intervals_24_decimal6,kappa_4,kappa_4,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,8,-1.70513797996314,na,na,g1,14,0,10,-0.10319109547302546,False,240,1.0,e891606a8a47f03bb6cb9efc47a1b346cf754422351bf05b4c84ff2826bff04b,a249d9c4adf0ad05a623637193728cd0c2ca9cef5f0b1336ea5c299da1823441
intervals_24_decimal6,kappa_4,kappa_4,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,9,-1.459132129739855,na,na,g1,10,0,14,0.08609714645149846,False,240,1.0,5da85c326df401b04671448e8225723cf508e5223bd359b340d483374e05c3ff,210690d9b7303117238af604ce62cfdbee87e502fcc1c60cc3c8051e5ff23046
intervals_24_decimal6,kappa_4,kappa_4,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,10,-1.326501968991361,na,na,g1,14,0,10,0.18250260561086973,False,240,1.0,c224ecb16b5751d23e31cb4f63a95c5436b08377a52d1bba1fa8ff3f5397d656,963316d3514043af32fc25e00b984a90e8f1af6af13df8a9e49ac0f4444be36e
intervals_24_decimal6,kappa_4,kappa_4,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,11,-1.193267876314604,na,na,g1,13,0,11,0.2674392107507173,False,240,1.0,9a6521004f895f82554941afda0ace11d01f93eb6389c7cf680a0b84b8c44ec3,481c220b3572fd79fa27900f9c43278ee3b79d6bfc5f34138655525d03066427
intervals_24_decimal6,kappa_4,kappa_4,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,12,-1.01205578829373,na,na,g2,19,0,5,0.3580040838719749,False,240,1.0,6a68b7b390bc16d2f3afec747e232afd29b8a30f120acf6ae330ba6e879983ed,917af10f55ec4126fc6a915f48034debff889931984e2cb1edfa4f215ff592f2
intervals_24_decimal6,kappa_4,kappa_4,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,13,-0.815390451126862,na,na,g2,10,0,14,0.423395929918976,False,240,1.0,b66a2455d018c7f5a16f7de25696c77533278d455f0dfe666602e5698c96824e,4b4badd47f48836fb356c0b2f182e50959e5023e67c393cf6cfb951b8167fad2
intervals_24_decimal6,kappa_4,kappa_4,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,14,-0.582253411155328,na,na,g2,11,0,13,0.4660078761255715,False,240,1.0,111f9bf8c4fb39e9b576a04e790671e98ffca4662a9aa5aa68a7cc039086251b,0f56de9fabce2412cb3a0e05c85b77d2b8cde83079cbc6ce83bdf33fb38ea19f
intervals_24_decimal6,kappa_4,kappa_4,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,15,-0.424110634258503,na,na,g2,11,0,13,0.48072889978417677,False,240,1.0,16c20762f3ee993524c965c89a2eeaf74a8c685ed7bf572d0c98e75f20416f03,521b4101979f3ed17490d906d88c59dc6dc0e235417ace3dccc65992bd2bb50b
intervals_24_decimal6,kappa_4,kappa_4,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,16,-0.252363301580937,na,na,g2,1,0,23,0.4890328398141893,False,240,1.0,06d1f866f9489dff45bb34fb436d4dc95ee087a899c0c7260d2a41a06646e5bb,c8f14b3be9e888f2b348d2e17b409c5fdfee660bd90f7a0c3d7ea9c1664bebc0
intervals_24_decimal6,kappa_4,kappa_4,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,17,-0.126277469898986,na,na,g2,18,1,5,0.491874903144104,False,240,1.0,02d533b1ece5eed8905a0822618e643620a14479d9ee8c67087fc2070bdded1b,b8719c752342d9e2210fa9df9e89e2cabde6c8ef89c0c9a0a144ce241f71323a
intervals_24_decimal6,kappa_4,kappa_4,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,18,0.126277469898986,na,na,g3,5,7,12,0.4918749031441042,False,240,1.0,ee42fc9b5c946f5213dfb83b80d3ec165765ad0d9a3fbcc334d50e2e1b18e708,b928b50e0cd7063cd4009323e1d8dee81efa5576b1bcd533d0833c4edfd6123c
intervals_24_decimal6,kappa_4,kappa_4,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,19,0.252363301580937,na,na,g3,15,0,9,0.48903283981418944,False,240,1.0,810020e1fa5dd5cc214a970b955455a97ab02bd795e058f7a0de485fa5a0770b,acb0871b1c0e684ab6a1a40760ce69e5d52cee0607120733e6dc1d04aa699494
intervals_24_decimal6,kappa_4,kappa_4,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,20,0.424110634258503,na,na,g3,14,0,10,0.48072889978417677,False,240,1.0,486e4c9fb061eb79683625be20afd990e28b1067c7f9c33c1f1447d28b06424a,89adb978abede1171e8a7eea4342213cc5b8a4d6c0c579d34f5129b6129c37fc
intervals_24_decimal6,kappa_4,kappa_4,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,21,0.582253411155328,na,na,g3,11,0,13,0.4660078761255716,False,240,1.0,0ea7e985fe824d82dcf15cd24e74165b1485df5e96dbbfa5bb12dc3538b8190a,1d47f93476a5d6d69cb09117f655d076f89860dbc3f8959e4e25c2eb4e756764
intervals_24_decimal6,kappa_4,kappa_4,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,22,0.815390451126862,na,na,g3,10,0,14,0.423395929918976,False,240,1.0,6953f9c1c1fe75e8f6d52b563a5d632c56d276f588fcf40309d210586e13c70b,deb99f737de5ee892ab50ff644811012fe03d93f789a3c9be3b48e232805668f
intervals_24_decimal6,kappa_4,kappa_4,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,23,1.01205578829373,na,na,g3,0,0,24,0.3580040838719747,False,240,1.0,70eaf7d8cc25df12e8457bc4730cda9c373da35a33172f2c815b8ca2169719ed,2f3033d7c485f245300fbcfcf9682df08f0a934ec4463f6bd10569b67b5fcf95
intervals_24_decimal6,kappa_4,kappa_4,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,24,1.193267876314604,na,na,g4,5,0,19,0.2674392107507171,False,240,1.0,c6efc67ca2050a8705264bec96326bb834ab35b4596c4455d59dfa2898c5323a,475e20bdcfd2d9ebb952dfa29e5d832f4c51b7d6feaaf9b40374f3cabdf1c6ae
intervals_24_decimal6,kappa_4,kappa_4,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,25,1.326501968991361,na,na,g4,9,0,15,0.18250260561086962,False,240,1.0,c5ca68a6ed2a21643a8ca218365f387a8a12c18bd93379653de5669c5da40b91,252176871dae04224a10822711a1de1188f462d664f9048215552bdc22998a15
intervals_24_decimal6,kappa_4,kappa_4,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,26,1.459132129739855,na,na,g4,0,0,24,0.08609714645149835,False,240,1.0,1050b7353da158f36200433d3564f71040e02849c3d3fc86b458d49ae58794b8,c9e2e1e685f0bd0b73f76f70760282f81f10e7e06bd3b4098559db92713f5c87
intervals_24_decimal6,kappa_4,kappa_4,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,27,1.70513797996314,na,na,g4,3,0,21,-0.1031910954730258,False,240,1.0,059727521acaa38cca39f00f8886d63aa34782ce2a495bc231dc238da112f3b2,cbe67ecd1c9ba2dba43b54e49f5b43410bbf7f688dac3ab7c2f4d4292182a92c
intervals_24_decimal6,kappa_4,kappa_4,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,28,1.81130581486731,na,na,g4,11,0,13,-0.17989256424468203,False,240,1.0,707357bb07dd8b3a422c8ddbf50b82c1898864145e9b3094ae1fe857c0de6187,73b3468a092220a2af58765c6b1233a439222de34e9456a52e3498959a55cacd
