block,representation,profile,concentration,estimator,a0
feature_block_1,intervals_n24_d4_o0,kappa_12,12.0,unweighted_mean_g,-0.06944444444444448
feature_block_1,intervals_n24_d4_o0,kappa_12,12.0,density_weighted_mean_g,-0.07730191669932789
feature_block_1,intervals_n24_d4_o0,kappa_12,12.0,mirror_even_mean_g,-0.06944444444444446
feature_block_1,intervals_n24_d5_o0,kappa_2,2.0,fourier_M2,-0.31968635147324886
feature_block_1,intervals_n24_d5_o0,kappa_2,2.0,fourier_M4,-0.3213885000385103
feature_block_1,intervals_n24_d5_o0,kappa_2,2.0,fourier_M6,-0.32235616431750636
feature_block_1,intervals_n24_d5_o0,kappa_2,2.0,fourier_M8,-0.31129553199931015
feature_block_1,intervals_n24_d5_o0,kappa_2,2.0,fourier_M12,-0.3330673585629311
feature_block_1,intervals_n24_d5_o0,kappa_2,2.0,unweighted_mean_g,-0.3194444444444445
feature_block_1,intervals_n24_d5_o0,kappa_2,2.0,density_weighted_mean_g,-0.32274316445573403
feature_block_1,intervals_n24_d5_o0,kappa_2,2.0,mirror_even_mean_g,-0.3194444444444445
feature_block_1,intervals_n24_d5_o0,kappa_6,6.0,fourier_M2,-0.05868173638746693
feature_block_1,intervals_n24_d5_o0,kappa_6,6.0,fourier_M4,-0.05643486626095046
feature_block_1,intervals_n24_d5_o0,kappa_6,6.0,fourier_M6,-0.05824933520002512
feature_block_1,intervals_n24_d5_o0,kappa_6,6.0,fourier_M8,-0.056590394492558545
feature_block_1,intervals_n24_d5_o0,kappa_6,6.0,fourier_M12,-0.02228918914931418
feature_block_1,intervals_n24_d5_o0,kappa_6,6.0,unweighted_mean_g,-0.060185185185185196
feature_block_1,intervals_n24_d5_o0,kappa_6,6.0,density_weighted_mean_g,-0.04479429956066507
feature_block_1,intervals_n24_d5_o0,kappa_6,6.0,mirror_even_mean_g,-0.060185185185185196
feature_block_1,intervals_n24_d5_o0,kappa_9,9.0,fourier_M2,-0.2377821222062079
feature_block_1,intervals_n24_d5_o0,kappa_9,9.0,fourier_M4,-0.2361824495010728
feature_block_1,intervals_n24_d5_o0,kappa_9,9.0,fourier_M6,-0.2360144014748083
feature_block_1,intervals_n24_d5_o0,kappa_9,9.0,fourier_M8,-0.24546315199345692
feature_block_1,intervals_n24_d5_o0,kappa_9,9.0,fourier_M12,-0.2544706018920999
feature_block_1,intervals_n24_d5_o0,kappa_9,9.0,unweighted_mean_g,-0.23611111111111116
feature_block_1,intervals_n24_d5_o0,kappa_9,9.0,density_weighted_mean_g,-0.24929630382585063
feature_block_1,intervals_n24_d5_o0,kappa_9,9.0,mirror_even_mean_g,-0.2361111111111111
feature_block_1,intervals_n24_d5_o0,kappa_12,12.0,fourier_M2,-0.24676199556156075
feature_block_1,intervals_n24_d5_o0,kappa_12,12.0,fourier_M4,-0.23440585793804106
feature_block_1,intervals_n24_d5_o0,kappa_12,12.0,fourier_M6,-0.2414665204881165
feature_block_1,intervals_n24_d5_o0,kappa_12,12.0,fourier_M8,-0.24539718282051282
feature_block_1,intervals_n24_d5_o0,kappa_12,12.0,fourier_M12,-0.23117393218282137
feature_block_1,intervals_n24_d5_o0,kappa_12,12.0,unweighted_mean_g,-0.24537037037037035
feature_block_1,intervals_n24_d5_o0,kappa_12,12.0,density_weighted_mean_g,-0.2323476444102955
feature_block_1,intervals_n24_d5_o0,kappa_12,12.0,mirror_even_mean_g,-0.24537037037037038
feature_block_1,intervals_n24_d6_o0,kappa_2,2.0,fourier_M2,-0.11117652837522699
feature_block_1,intervals_n24_d6_o0,kappa_2,2.0,fourier_M4,-0.10008543394132248
feature_block_1,intervals_n24_d6_o0,kappa_2,2.0,fourier_M6,-0.09697287359560536
feature_block_1,intervals_n24_d6_o0,kappa_2,2.0,fourier_M8,-0.09458137652553363
feature_block_1,intervals_n24_d6_o0,kappa_2,2.0,fourier_M12,-0.07481229491412358
feature_block_1,intervals_n24_d6_o0,kappa_2,2.0,unweighted_mean_g,-0.11111111111111113
feature_block_1,intervals_n24_d6_o0,kappa_2,2.0,density_weighted_mean_g,-0.0818217762775658
feature_block_1,intervals_n24_d6_o0,kappa_2,2.0,mirror_even_mean_g,-0.1111111111111111
feature_block_1,intervals_n24_d6_o0,kappa_6,6.0,fourier_M2,0.03741350755054222
feature_block_1,intervals_n24_d6_o0,kappa_6,6.0,fourier_M4,0.026123915989340194
feature_block_1,intervals_n24_d6_o0,kappa_6,6.0,fourier_M6,0.017774701413225055
feature_block_1,intervals_n24_d6_o0,kappa_6,6.0,fourier_M8,0.022843983003909808
feature_block_1,intervals_n24_d6_o0,kappa_6,6.0,fourier_M12,0.031889318500781985
feature_block_1,intervals_n24_d6_o0,kappa_6,6.0,unweighted_mean_g,0.03703703703703706
feature_block_1,intervals_n24_d6_o0,kappa_6,6.0,density_weighted_mean_g,0.029067883773433983
feature_block_1,intervals_n24_d6_o0,kappa_6,6.0,mirror_even_mean_g,0.03703703703703705
feature_block_1,intervals_n24_d6_o0,kappa_9,9.0,fourier_M2,-0.12337066040796632
feature_block_1,intervals_n24_d6_o0,kappa_9,9.0,fourier_M4,-0.12373652310918716
feature_block_1,intervals_n24_d6_o0,kappa_9,9.0,fourier_M6,-0.12349438538701592
feature_block_1,intervals_n24_d6_o0,kappa_9,9.0,fourier_M8,-0.10577573396710857
feature_block_1,intervals_n24_d6_o0,kappa_9,9.0,fourier_M12,-0.10154405000779872
feature_block_1,intervals_n24_d6_o0,kappa_9,9.0,unweighted_mean_g,-0.125
feature_block_1,intervals_n24_d6_o0,kappa_9,9.0,density_weighted_mean_g,-0.11067725036053135
feature_block_1,intervals_n24_d6_o0,kappa_9,9.0,mirror_even_mean_g,-0.125
feature_block_1,intervals_n24_d6_o0,kappa_12,12.0,fourier_M2,-0.14040169483426052
feature_block_1,intervals_n24_d6_o0,kappa_12,12.0,fourier_M4,-0.13244645934492338
feature_block_1,intervals_n24_d6_o0,kappa_12,12.0,fourier_M6,-0.13050506475373475
feature_block_1,intervals_n24_d6_o0,kappa_12,12.0,fourier_M8,-0.12442979109305008
feature_block_1,intervals_n24_d6_o0,kappa_12,12.0,fourier_M12,-0.08937278631022444
feature_block_1,intervals_n24_d6_o0,kappa_12,12.0,unweighted_mean_g,-0.1388888888888889
feature_block_1,intervals_n24_d6_o0,kappa_12,12.0,density_weighted_mean_g,-0.11503175471854868
feature_block_1,intervals_n24_d6_o0,kappa_12,12.0,mirror_even_mean_g,-0.1388888888888889
feature_block_1,intervals_n12_d6_o0,kappa_2,2.0,fourier_M2,0.019088240941273676
feature_block_1,intervals_n12_d6_o0,kappa_2,2.0,fourier_M4,0.025533396358759966
feature_block_1,intervals_n12_d6_o0,kappa_2,2.0,fourier_M6,0.023199072571630244
feature_block_1,intervals_n12_d6_o0,kappa_2,2.0,fourier_M8,0.02553377005809227
feature_block_1,intervals_n12_d6_o0,kappa_2,2.0,fourier_M12,0.04347024249658455
feature_block_1,intervals_n12_d6_o0,kappa_2,2.0,unweighted_mean_g,0.023148148148148133
feature_block_1,intervals_n12_d6_o0,kappa_2,2.0,density_weighted_mean_g,0.0275185855194379
feature_block_1,intervals_n12_d6_o0,kappa_2,2.0,mirror_even_mean_g,0.02314814814814814
feature_block_1,intervals_n12_d6_o0,kappa_6,6.0,fourier_M2,-0.06493178580335913
feature_block_1,intervals_n12_d6_o0,kappa_6,6.0,fourier_M4,-0.05195887298871452
feature_block_1,intervals_n12_d6_o0,kappa_6,6.0,fourier_M6,-0.0546744922255573
feature_block_1,intervals_n12_d6_o0,kappa_6,6.0,fourier_M8,-0.053719711869654026
feature_block_1,intervals_n12_d6_o0,kappa_6,6.0,fourier_M12,-0.065397497988253
feature_block_1,intervals_n12_d6_o0,kappa_6,6.0,unweighted_mean_g,-0.06018518518518518
feature_block_1,intervals_n12_d6_o0,kappa_6,6.0,density_weighted_mean_g,-0.058134724617113685
feature_block_1,intervals_n12_d6_o0,kappa_6,6.0,mirror_even_mean_g,-0.06018518518518517
feature_block_1,intervals_n12_d6_o0,kappa_9,9.0,fourier_M2,0.3267841668563971
feature_block_1,intervals_n12_d6_o0,kappa_9,9.0,fourier_M4,0.33229039516809167
feature_block_1,intervals_n12_d6_o0,kappa_9,9.0,fourier_M6,0.3340895409386325
feature_block_1,intervals_n12_d6_o0,kappa_9,9.0,fourier_M8,0.3330623043040002
feature_block_1,intervals_n12_d6_o0,kappa_9,9.0,fourier_M12,0.33542767195869905
feature_block_1,intervals_n12_d6_o0,kappa_9,9.0,unweighted_mean_g,0.33333333333333326
feature_block_1,intervals_n12_d6_o0,kappa_9,9.0,density_weighted_mean_g,0.3313111248447371
feature_block_1,intervals_n12_d6_o0,kappa_9,9.0,mirror_even_mean_g,0.3333333333333333
feature_block_1,intervals_n12_d6_o0,kappa_12,12.0,fourier_M2,0.4649744817172291
feature_block_1,intervals_n12_d6_o0,kappa_12,12.0,fourier_M4,0.4665057458050659
feature_block_1,intervals_n12_d6_o0,kappa_12,12.0,fourier_M6,0.46419195833632665
feature_block_1,intervals_n12_d6_o0,kappa_12,12.0,fourier_M8,0.4483508815462787
feature_block_1,intervals_n12_d6_o0,kappa_12,12.0,fourier_M12,0.4508088775059958
feature_block_1,intervals_n12_d6_o0,kappa_12,12.0,unweighted_mean_g,0.4722222222222222
feature_block_1,intervals_n12_d6_o0,kappa_12,12.0,density_weighted_mean_g,0.45515914685095593
feature_block_1,intervals_n12_d6_o0,kappa_12,12.0,mirror_even_mean_g,0.4722222222222221
feature_block_1,intervals_n18_d6_o0,kappa_2,2.0,fourier_M2,-0.05773008129350047
feature_block_1,intervals_n18_d6_o0,kappa_2,2.0,fourier_M4,-0.06621175698047706
feature_block_1,intervals_n18_d6_o0,kappa_2,2.0,fourier_M6,-0.06851687739666111
feature_block_1,intervals_n18_d6_o0,kappa_2,2.0,fourier_M8,-0.05068827405358861
feature_block_1,intervals_n18_d6_o0,kappa_2,2.0,fourier_M12,-0.07714258297583133
feature_block_1,intervals_n18_d6_o0,kappa_2,2.0,unweighted_mean_g,-0.05555555555555554
feature_block_1,intervals_n18_d6_o0,kappa_2,2.0,density_weighted_mean_g,-0.07052595632008851
feature_block_1,intervals_n18_d6_o0,kappa_2,2.0,mirror_even_mean_g,-0.055555555555555546
feature_block_1,intervals_n18_d6_o0,kappa_6,6.0,fourier_M2,0.18196392900510774
feature_block_1,intervals_n18_d6_o0,kappa_6,6.0,fourier_M4,0.17439801008443181
feature_block_1,intervals_n18_d6_o0,kappa_6,6.0,fourier_M6,0.1679799141930025
feature_block_1,intervals_n18_d6_o0,kappa_6,6.0,fourier_M8,0.1690965979412984
feature_block_1,intervals_n18_d6_o0,kappa_6,6.0,fourier_M12,0.15150709770547605
feature_block_1,intervals_n18_d6_o0,kappa_6,6.0,unweighted_mean_g,0.18518518518518517
feature_block_1,intervals_n18_d6_o0,kappa_6,6.0,density_weighted_mean_g,0.1660966161332771
feature_block_1,intervals_n18_d6_o0,kappa_6,6.0,mirror_even_mean_g,0.18518518518518517
feature_block_1,intervals_n18_d6_o0,kappa_9,9.0,fourier_M2,0.34156194502962306
feature_block_1,intervals_n18_d6_o0,kappa_9,9.0,fourier_M4,0.3433215893436051
feature_block_1,intervals_n18_d6_o0,kappa_9,9.0,fourier_M6,0.33944823280367054
feature_block_1,intervals_n18_d6_o0,kappa_9,9.0,fourier_M8,0.3398189021951671
feature_block_1,intervals_n18_d6_o0,kappa_9,9.0,fourier_M12,0.32346263972580813
feature_block_1,intervals_n18_d6_o0,kappa_9,9.0,unweighted_mean_g,0.3472222222222222
feature_block_1,intervals_n18_d6_o0,kappa_9,9.0,density_weighted_mean_g,0.3368400730275732
feature_block_1,intervals_n18_d6_o0,kappa_9,9.0,mirror_even_mean_g,0.3472222222222222
feature_block_1,intervals_n18_d6_o0,kappa_12,12.0,fourier_M2,0.32596920164777743
feature_block_1,intervals_n18_d6_o0,kappa_12,12.0,fourier_M4,0.32856335701361905
feature_block_1,intervals_n18_d6_o0,kappa_12,12.0,fourier_M6,0.3270651712265978
feature_block_1,intervals_n18_d6_o0,kappa_12,12.0,fourier_M8,0.3223879716061179
feature_block_1,intervals_n18_d6_o0,kappa_12,12.0,fourier_M12,0.33903732757387195
feature_block_1,intervals_n18_d6_o0,kappa_12,12.0,unweighted_mean_g,0.32870370370370366
feature_block_1,intervals_n18_d6_o0,kappa_12,12.0,density_weighted_mean_g,0.3297044867654356
feature_block_1,intervals_n18_d6_o0,kappa_12,12.0,mirror_even_mean_g,0.32870370370370366
feature_block_1,intervals_n30_d6_o0,kappa_2,2.0,fourier_M2,0.10516942513443102
feature_block_1,intervals_n30_d6_o0,kappa_2,2.0,fourier_M4,0.10666961216133755
feature_block_1,intervals_n30_d6_o0,kappa_2,2.0,fourier_M6,0.10658878544237312
feature_block_1,intervals_n30_d6_o0,kappa_2,2.0,fourier_M8,0.11834846324632282
feature_block_1,intervals_n30_d6_o0,kappa_2,2.0,fourier_M12,0.09233840801467448
feature_block_1,intervals_n30_d6_o0,kappa_2,2.0,unweighted_mean_g,0.10185185185185187
feature_block_1,intervals_n30_d6_o0,kappa_2,2.0,density_weighted_mean_g,0.09933658023526534
feature_block_1,intervals_n30_d6_o0,kappa_2,2.0,mirror_even_mean_g,0.10185185185185185
feature_block_1,intervals_n30_d6_o0,kappa_6,6.0,fourier_M2,-0.24874194303733071
feature_block_1,intervals_n30_d6_o0,kappa_6,6.0,fourier_M4,-0.25757970017828036
feature_block_1,intervals_n30_d6_o0,kappa_6,6.0,fourier_M6,-0.256854721858682
feature_block_1,intervals_n30_d6_o0,kappa_6,6.0,fourier_M8,-0.2736648864180262
feature_block_1,intervals_n30_d6_o0,kappa_6,6.0,fourier_M12,-0.31719180198434993
feature_block_1,intervals_n30_d6_o0,kappa_6,6.0,unweighted_mean_g,-0.25
feature_block_1,intervals_n30_d6_o0,kappa_6,6.0,density_weighted_mean_g,-0.2790256099143564
feature_block_1,intervals_n30_d6_o0,kappa_6,6.0,mirror_even_mean_g,-0.25000000000000006
feature_block_1,intervals_n30_d6_o0,kappa_9,9.0,fourier_M2,-0.05146269256982082
feature_block_1,intervals_n30_d6_o0,kappa_9,9.0,fourier_M4,-0.04785790333186458
feature_block_1,intervals_n30_d6_o0,kappa_9,9.0,fourier_M6,-0.04979638904204471
feature_block_1,intervals_n30_d6_o0,kappa_9,9.0,fourier_M8,-0.07220052768495792
feature_block_1,intervals_n30_d6_o0,kappa_9,9.0,fourier_M12,-0.06550116641488037
feature_block_1,intervals_n30_d6_o0,kappa_9,9.0,unweighted_mean_g,-0.055555555555555566
feature_block_1,intervals_n30_d6_o0,kappa_9,9.0,density_weighted_mean_g,-0.06087013227674094
feature_block_1,intervals_n30_d6_o0,kappa_9,9.0,mirror_even_mean_g,-0.055555555555555546
feature_block_1,intervals_n30_d6_o0,kappa_12,12.0,fourier_M2,-0.11893112865881297
feature_block_1,intervals_n30_d6_o0,kappa_12,12.0,fourier_M4,-0.11584797459101892
feature_block_1,intervals_n30_d6_o0,kappa_12,12.0,fourier_M6,-0.11281059486777856
feature_block_1,intervals_n30_d6_o0,kappa_12,12.0,fourier_M8,-0.12104677416419199
feature_block_1,intervals_n30_d6_o0,kappa_12,12.0,fourier_M12,-0.12651678701648716
feature_block_1,intervals_n30_d6_o0,kappa_12,12.0,unweighted_mean_g,-0.12037037037037036
feature_block_1,intervals_n30_d6_o0,kappa_12,12.0,density_weighted_mean_g,-0.12083246367061366
feature_block_1,intervals_n30_d6_o0,kappa_12,12.0,mirror_even_mean_g,-0.12037037037037036
feature_block_1,intervals_n36_d6_o0,kappa_2,2.0,fourier_M2,-0.34319967248621525
feature_block_1,intervals_n36_d6_o0,kappa_2,2.0,fourier_M4,-0.3356055831672212
feature_block_1,intervals_n36_d6_o0,kappa_2,2.0,fourier_M6,-0.34068081891293034
feature_block_1,intervals_n36_d6_o0,kappa_2,2.0,fourier_M8,-0.34774990217754126
feature_block_1,intervals_n36_d6_o0,kappa_2,2.0,fourier_M12,-0.3553766505812741
feature_block_1,intervals_n36_d6_o0,kappa_2,2.0,unweighted_mean_g,-0.3425925925925926
feature_block_1,intervals_n36_d6_o0,kappa_2,2.0,density_weighted_mean_g,-0.34807519594841907
feature_block_1,intervals_n36_d6_o0,kappa_2,2.0,mirror_even_mean_g,-0.34259259259259256
feature_block_1,intervals_n36_d6_o0,kappa_6,6.0,fourier_M2,-0.3880324883596005
feature_block_1,intervals_n36_d6_o0,kappa_6,6.0,fourier_M4,-0.4071326685435861
feature_block_1,intervals_n36_d6_o0,kappa_6,6.0,fourier_M6,-0.4064431866178846
feature_block_1,intervals_n36_d6_o0,kappa_6,6.0,fourier_M8,-0.40616542754999085
feature_block_1,intervals_n36_d6_o0,kappa_6,6.0,fourier_M12,-0.4063676506568571
feature_block_1,intervals_n36_d6_o0,kappa_6,6.0,unweighted_mean_g,-0.3888888888888889
feature_block_1,intervals_n36_d6_o0,kappa_6,6.0,density_weighted_mean_g,-0.4102307514962428
feature_block_1,intervals_n36_d6_o0,kappa_6,6.0,mirror_even_mean_g,-0.38888888888888895
feature_block_1,intervals_n36_d6_o0,kappa_9,9.0,fourier_M2,-0.38236288125531126
feature_block_1,intervals_n36_d6_o0,kappa_9,9.0,fourier_M4,-0.3811092936953706
feature_block_1,intervals_n36_d6_o0,kappa_9,9.0,fourier_M6,-0.38303069144870816
feature_block_1,intervals_n36_d6_o0,kappa_9,9.0,fourier_M8,-0.39784104894721395
feature_block_1,intervals_n36_d6_o0,kappa_9,9.0,fourier_M12,-0.39077874179343663
feature_block_1,intervals_n36_d6_o0,kappa_9,9.0,unweighted_mean_g,-0.3842592592592593
feature_block_1,intervals_n36_d6_o0,kappa_9,9.0,density_weighted_mean_g,-0.3873201855922361
feature_block_1,intervals_n36_d6_o0,kappa_9,9.0,mirror_even_mean_g,-0.38425925925925924
feature_block_1,intervals_n36_d6_o0,kappa_12,12.0,fourier_M2,-0.3320303541842987
feature_block_1,intervals_n36_d6_o0,kappa_12,12.0,fourier_M4,-0.3345151213945031
feature_block_1,intervals_n36_d6_o0,kappa_12,12.0,fourier_M6,-0.33585398773472486
feature_block_1,intervals_n36_d6_o0,kappa_12,12.0,fourier_M8,-0.3454692360122019
feature_block_1,intervals_n36_d6_o0,kappa_12,12.0,fourier_M12,-0.3603036138534655
feature_block_1,intervals_n36_d6_o0,kappa_12,12.0,unweighted_mean_g,-0.33333333333333326
feature_block_1,intervals_n36_d6_o0,kappa_12,12.0,density_weighted_mean_g,-0.35029809906788323
feature_block_1,intervals_n36_d6_o0,kappa_12,12.0,mirror_even_mean_g,-0.3333333333333333
feature_block_1,intervals_n48_d6_o0,kappa_2,2.0,fourier_M2,-0.01358956290792661
feature_block_1,intervals_n48_d6_o0,kappa_2,2.0,fourier_M4,-0.018566113277463676
feature_block_1,intervals_n48_d6_o0,kappa_2,2.0,fourier_M6,-0.020563483444506425
