block,representation,profile,concentration,fourier_order,g_prime0,n_fixed_points_fitted,status
feature_block_1,intervals_n24_d3_o0,kappa_2,2.0,2,0.21319587111915958,2,diagnostic_only_not_primary
feature_block_1,intervals_n24_d3_o0,kappa_2,2.0,4,-0.09731073614621874,4,diagnostic_only_not_primary
feature_block_1,intervals_n24_d3_o0,kappa_2,2.0,6,-1.2335490406024276,10,diagnostic_only_not_primary
feature_block_1,intervals_n24_d3_o0,kappa_2,2.0,8,-2.0250039607409316,10,diagnostic_only_not_primary
feature_block_1,intervals_n24_d3_o0,kappa_2,2.0,12,0.484353231746369,10,diagnostic_only_not_primary
feature_block_1,intervals_n24_d3_o0,kappa_6,6.0,2,0.019998001487089884,0,diagnostic_only_not_primary
feature_block_1,intervals_n24_d3_o0,kappa_6,6.0,4,-0.5412566961207557,2,diagnostic_only_not_primary
feature_block_1,intervals_n24_d3_o0,kappa_6,6.0,6,-0.44530864310864193,2,diagnostic_only_not_primary
feature_block_1,intervals_n24_d3_o0,kappa_6,6.0,8,0.34360919994149763,4,diagnostic_only_not_primary
feature_block_1,intervals_n24_d3_o0,kappa_6,6.0,12,-0.027468414336756064,6,diagnostic_only_not_primary
feature_block_1,intervals_n24_d3_o0,kappa_9,9.0,2,0.022635040378491178,0,diagnostic_only_not_primary
feature_block_1,intervals_n24_d3_o0,kappa_9,9.0,4,-0.5091483078304017,2,diagnostic_only_not_primary
feature_block_1,intervals_n24_d3_o0,kappa_9,9.0,6,-0.5523494465319997,2,diagnostic_only_not_primary
feature_block_1,intervals_n24_d3_o0,kappa_9,9.0,8,0.010964572593770205,4,diagnostic_only_not_primary
feature_block_1,intervals_n24_d3_o0,kappa_9,9.0,12,0.9692087286745521,4,diagnostic_only_not_primary
feature_block_1,intervals_n24_d3_o0,kappa_12,12.0,2,0.18693659657898193,0,diagnostic_only_not_primary
feature_block_1,intervals_n24_d3_o0,kappa_12,12.0,4,-0.470407596527753,2,diagnostic_only_not_primary
feature_block_1,intervals_n24_d3_o0,kappa_12,12.0,6,-1.0265005754976329,4,diagnostic_only_not_primary
feature_block_1,intervals_n24_d3_o0,kappa_12,12.0,8,-1.7877636800622454,4,diagnostic_only_not_primary
feature_block_1,intervals_n24_d3_o0,kappa_12,12.0,12,-3.1857544935981026,6,diagnostic_only_not_primary
feature_block_1,intervals_n24_d4_o0,kappa_2,2.0,2,1.0450592419560805,2,diagnostic_only_not_primary
feature_block_1,intervals_n24_d4_o0,kappa_2,2.0,4,1.7441243382046816,2,diagnostic_only_not_primary
feature_block_1,intervals_n24_d4_o0,kappa_2,2.0,6,0.889852759040205,4,diagnostic_only_not_primary
feature_block_1,intervals_n24_d4_o0,kappa_2,2.0,8,0.11893940272182653,4,diagnostic_only_not_primary
feature_block_1,intervals_n24_d4_o0,kappa_2,2.0,12,-2.00925899980039,4,diagnostic_only_not_primary
feature_block_1,intervals_n24_d4_o0,kappa_6,6.0,2,0.4576685934762501,2,diagnostic_only_not_primary
feature_block_1,intervals_n24_d4_o0,kappa_6,6.0,4,0.8566066389830574,4,diagnostic_only_not_primary
feature_block_1,intervals_n24_d4_o0,kappa_6,6.0,6,3.218548298596423,10,diagnostic_only_not_primary
feature_block_1,intervals_n24_d4_o0,kappa_6,6.0,8,2.4626706948840003,12,diagnostic_only_not_primary
feature_block_1,intervals_n24_d4_o0,kappa_6,6.0,12,4.827911135784292,12,diagnostic_only_not_primary
feature_block_1,intervals_n24_d4_o0,kappa_9,9.0,2,0.5798408913341342,4,diagnostic_only_not_primary
feature_block_1,intervals_n24_d4_o0,kappa_9,9.0,4,0.8691793639893065,6,diagnostic_only_not_primary
feature_block_1,intervals_n24_d4_o0,kappa_9,9.0,6,1.7528902653334701,8,diagnostic_only_not_primary
feature_block_1,intervals_n24_d4_o0,kappa_9,9.0,8,1.580368085350367,10,diagnostic_only_not_primary
feature_block_1,intervals_n24_d4_o0,kappa_9,9.0,12,2.6969249025091924,12,diagnostic_only_not_primary
feature_block_1,intervals_n24_d4_o0,kappa_12,12.0,2,-0.07183379573451062,2,diagnostic_only_not_primary
feature_block_1,intervals_n24_d4_o0,kappa_12,12.0,4,1.302467435964374,6,diagnostic_only_not_primary
feature_block_1,intervals_n24_d4_o0,kappa_12,12.0,6,0.2756812893834317,8,diagnostic_only_not_primary
feature_block_1,intervals_n24_d4_o0,kappa_12,12.0,8,-0.2769821956716913,8,diagnostic_only_not_primary
feature_block_1,intervals_n24_d4_o0,kappa_12,12.0,12,2.162715346353061,12,diagnostic_only_not_primary
feature_block_1,intervals_n24_d5_o0,kappa_2,2.0,2,1.3075903317567792,2,diagnostic_only_not_primary
feature_block_1,intervals_n24_d5_o0,kappa_2,2.0,4,1.5600443360016587,2,diagnostic_only_not_primary
feature_block_1,intervals_n24_d5_o0,kappa_2,2.0,6,1.8488338441075693,2,diagnostic_only_not_primary
feature_block_1,intervals_n24_d5_o0,kappa_2,2.0,8,1.8529410725756559,2,diagnostic_only_not_primary
feature_block_1,intervals_n24_d5_o0,kappa_2,2.0,12,4.462272106979866,6,diagnostic_only_not_primary
feature_block_1,intervals_n24_d5_o0,kappa_6,6.0,2,0.41787619468236326,2,diagnostic_only_not_primary
feature_block_1,intervals_n24_d5_o0,kappa_6,6.0,4,0.35994227353905306,4,diagnostic_only_not_primary
feature_block_1,intervals_n24_d5_o0,kappa_6,6.0,6,2.121083500003956,6,diagnostic_only_not_primary
feature_block_1,intervals_n24_d5_o0,kappa_6,6.0,8,4.435678855824067,6,diagnostic_only_not_primary
feature_block_1,intervals_n24_d5_o0,kappa_6,6.0,12,3.2450436172360675,14,diagnostic_only_not_primary
feature_block_1,intervals_n24_d5_o0,kappa_9,9.0,2,-0.04808802815125985,0,diagnostic_only_not_primary
feature_block_1,intervals_n24_d5_o0,kappa_9,9.0,4,-0.20416883200680272,4,diagnostic_only_not_primary
feature_block_1,intervals_n24_d5_o0,kappa_9,9.0,6,-0.6471721551646608,6,diagnostic_only_not_primary
feature_block_1,intervals_n24_d5_o0,kappa_9,9.0,8,-1.2087795379704334,8,diagnostic_only_not_primary
feature_block_1,intervals_n24_d5_o0,kappa_9,9.0,12,-0.4717719803312752,12,diagnostic_only_not_primary
feature_block_1,intervals_n24_d5_o0,kappa_12,12.0,2,0.6732473469217886,2,diagnostic_only_not_primary
feature_block_1,intervals_n24_d5_o0,kappa_12,12.0,4,0.38104000645684644,4,diagnostic_only_not_primary
feature_block_1,intervals_n24_d5_o0,kappa_12,12.0,6,-0.048567671224656106,8,diagnostic_only_not_primary
feature_block_1,intervals_n24_d5_o0,kappa_12,12.0,8,0.024803698235648305,8,diagnostic_only_not_primary
feature_block_1,intervals_n24_d5_o0,kappa_12,12.0,12,-0.3080874332771688,8,diagnostic_only_not_primary
feature_block_1,intervals_n24_d6_o0,kappa_2,2.0,2,0.8378265815192314,2,diagnostic_only_not_primary
feature_block_1,intervals_n24_d6_o0,kappa_2,2.0,4,1.9870868575336553,4,diagnostic_only_not_primary
feature_block_1,intervals_n24_d6_o0,kappa_2,2.0,6,0.7619273842280826,4,diagnostic_only_not_primary
feature_block_1,intervals_n24_d6_o0,kappa_2,2.0,8,-0.40651580395319564,6,diagnostic_only_not_primary
feature_block_1,intervals_n24_d6_o0,kappa_2,2.0,12,-1.64453830338906,10,diagnostic_only_not_primary
feature_block_1,intervals_n24_d6_o0,kappa_6,6.0,2,1.0525441117312453,4,diagnostic_only_not_primary
feature_block_1,intervals_n24_d6_o0,kappa_6,6.0,4,1.086384332026308,6,diagnostic_only_not_primary
feature_block_1,intervals_n24_d6_o0,kappa_6,6.0,6,1.0622395783339698,6,diagnostic_only_not_primary
feature_block_1,intervals_n24_d6_o0,kappa_6,6.0,8,1.1171374816891249,8,diagnostic_only_not_primary
feature_block_1,intervals_n24_d6_o0,kappa_6,6.0,12,-0.6553210034139262,8,diagnostic_only_not_primary
feature_block_1,intervals_n24_d6_o0,kappa_9,9.0,2,0.9242260855971491,4,diagnostic_only_not_primary
feature_block_1,intervals_n24_d6_o0,kappa_9,9.0,4,1.100656073824444,4,diagnostic_only_not_primary
feature_block_1,intervals_n24_d6_o0,kappa_9,9.0,6,1.9990034850210552,4,diagnostic_only_not_primary
feature_block_1,intervals_n24_d6_o0,kappa_9,9.0,8,1.6329787427052251,6,diagnostic_only_not_primary
feature_block_1,intervals_n24_d6_o0,kappa_9,9.0,12,2.089942094580514,10,diagnostic_only_not_primary
feature_block_1,intervals_n24_d6_o0,kappa_12,12.0,2,0.8325682301985574,4,diagnostic_only_not_primary
feature_block_1,intervals_n24_d6_o0,kappa_12,12.0,4,1.3458427271301399,4,diagnostic_only_not_primary
feature_block_1,intervals_n24_d6_o0,kappa_12,12.0,6,2.198004400926856,6,diagnostic_only_not_primary
feature_block_1,intervals_n24_d6_o0,kappa_12,12.0,8,0.13530632504915624,12,diagnostic_only_not_primary
feature_block_1,intervals_n24_d6_o0,kappa_12,12.0,12,1.908543127480811,12,diagnostic_only_not_primary
feature_block_1,intervals_n12_d6_o0,kappa_2,2.0,2,0.9155111206475162,2,diagnostic_only_not_primary
feature_block_1,intervals_n12_d6_o0,kappa_2,2.0,4,0.5263483506570792,4,diagnostic_only_not_primary
feature_block_1,intervals_n12_d6_o0,kappa_2,2.0,6,1.2168360460889158,4,diagnostic_only_not_primary
feature_block_1,intervals_n12_d6_o0,kappa_2,2.0,8,0.5266404178993045,6,diagnostic_only_not_primary
feature_block_1,intervals_n12_d6_o0,kappa_2,2.0,12,2.4944640692028335,6,diagnostic_only_not_primary
feature_block_1,intervals_n12_d6_o0,kappa_6,6.0,2,0.6345360733047464,4,diagnostic_only_not_primary
feature_block_1,intervals_n12_d6_o0,kappa_6,6.0,4,-0.9217249624714169,6,diagnostic_only_not_primary
feature_block_1,intervals_n12_d6_o0,kappa_6,6.0,6,-1.9032955757684435,6,diagnostic_only_not_primary
feature_block_1,intervals_n12_d6_o0,kappa_6,6.0,8,-2.72670918856237,6,diagnostic_only_not_primary
feature_block_1,intervals_n12_d6_o0,kappa_6,6.0,12,-2.2722353974630476,6,diagnostic_only_not_primary
feature_block_1,intervals_n12_d6_o0,kappa_9,9.0,2,0.909074596410375,4,diagnostic_only_not_primary
feature_block_1,intervals_n12_d6_o0,kappa_9,9.0,4,-0.5345075685177523,4,diagnostic_only_not_primary
feature_block_1,intervals_n12_d6_o0,kappa_9,9.0,6,-1.823195628329667,6,diagnostic_only_not_primary
feature_block_1,intervals_n12_d6_o0,kappa_9,9.0,8,-1.6153423819251265,6,diagnostic_only_not_primary
feature_block_1,intervals_n12_d6_o0,kappa_9,9.0,12,-2.5408516803156997,6,diagnostic_only_not_primary
feature_block_1,intervals_n12_d6_o0,kappa_12,12.0,2,0.5282182984453171,4,diagnostic_only_not_primary
feature_block_1,intervals_n12_d6_o0,kappa_12,12.0,4,-0.4922195824869815,4,diagnostic_only_not_primary
feature_block_1,intervals_n12_d6_o0,kappa_12,12.0,6,-1.7481567067802244,4,diagnostic_only_not_primary
feature_block_1,intervals_n12_d6_o0,kappa_12,12.0,8,-1.1806028344872985,4,diagnostic_only_not_primary
feature_block_1,intervals_n12_d6_o0,kappa_12,12.0,12,-0.7749762185571815,4,diagnostic_only_not_primary
feature_block_1,intervals_n18_d6_o0,kappa_2,2.0,2,0.2670901249266349,2,diagnostic_only_not_primary
feature_block_1,intervals_n18_d6_o0,kappa_2,2.0,4,-0.407418838631415,4,diagnostic_only_not_primary
feature_block_1,intervals_n18_d6_o0,kappa_2,2.0,6,-0.989323119811537,6,diagnostic_only_not_primary
feature_block_1,intervals_n18_d6_o0,kappa_2,2.0,8,0.17862413414798317,8,diagnostic_only_not_primary
feature_block_1,intervals_n18_d6_o0,kappa_2,2.0,12,-1.8748689464756567,14,diagnostic_only_not_primary
feature_block_1,intervals_n18_d6_o0,kappa_6,6.0,2,-0.2939682970539956,2,diagnostic_only_not_primary
feature_block_1,intervals_n18_d6_o0,kappa_6,6.0,4,-0.3235500328843471,4,diagnostic_only_not_primary
feature_block_1,intervals_n18_d6_o0,kappa_6,6.0,6,-0.895038395742823,10,diagnostic_only_not_primary
feature_block_1,intervals_n18_d6_o0,kappa_6,6.0,8,-1.0595532906393195,10,diagnostic_only_not_primary
feature_block_1,intervals_n18_d6_o0,kappa_6,6.0,12,1.6493894044161848,14,diagnostic_only_not_primary
feature_block_1,intervals_n18_d6_o0,kappa_9,9.0,2,0.30057837330453563,2,diagnostic_only_not_primary
feature_block_1,intervals_n18_d6_o0,kappa_9,9.0,4,0.1507243996597877,4,diagnostic_only_not_primary
feature_block_1,intervals_n18_d6_o0,kappa_9,9.0,6,-0.7292209974416742,4,diagnostic_only_not_primary
feature_block_1,intervals_n18_d6_o0,kappa_9,9.0,8,-0.8209503139642266,4,diagnostic_only_not_primary
feature_block_1,intervals_n18_d6_o0,kappa_9,9.0,12,-4.162021361930435,6,diagnostic_only_not_primary
feature_block_1,intervals_n18_d6_o0,kappa_12,12.0,2,-0.22334821325558213,0,diagnostic_only_not_primary
feature_block_1,intervals_n18_d6_o0,kappa_12,12.0,4,0.47128813475390924,2,diagnostic_only_not_primary
feature_block_1,intervals_n18_d6_o0,kappa_12,12.0,6,2.251814395574896,2,diagnostic_only_not_primary
feature_block_1,intervals_n18_d6_o0,kappa_12,12.0,8,2.773291523785972,8,diagnostic_only_not_primary
feature_block_1,intervals_n18_d6_o0,kappa_12,12.0,12,-0.9339239648738998,12,diagnostic_only_not_primary
feature_block_1,intervals_n30_d6_o0,kappa_2,2.0,2,0.9074211474143861,2,diagnostic_only_not_primary
feature_block_1,intervals_n30_d6_o0,kappa_2,2.0,4,1.0202875512172596,2,diagnostic_only_not_primary
feature_block_1,intervals_n30_d6_o0,kappa_2,2.0,6,2.6923178366034657,6,diagnostic_only_not_primary
feature_block_1,intervals_n30_d6_o0,kappa_2,2.0,8,2.6488972583069392,6,diagnostic_only_not_primary
feature_block_1,intervals_n30_d6_o0,kappa_2,2.0,12,3.738327384263668,8,diagnostic_only_not_primary
feature_block_1,intervals_n30_d6_o0,kappa_6,6.0,2,0.8826339954537749,2,diagnostic_only_not_primary
feature_block_1,intervals_n30_d6_o0,kappa_6,6.0,4,2.3667194636826414,4,diagnostic_only_not_primary
feature_block_1,intervals_n30_d6_o0,kappa_6,6.0,6,2.9200890968148068,4,diagnostic_only_not_primary
feature_block_1,intervals_n30_d6_o0,kappa_6,6.0,8,1.4184927607203432,6,diagnostic_only_not_primary
feature_block_1,intervals_n30_d6_o0,kappa_6,6.0,12,1.7264148224833256,12,diagnostic_only_not_primary
feature_block_1,intervals_n30_d6_o0,kappa_9,9.0,2,1.2660446952825517,4,diagnostic_only_not_primary
feature_block_1,intervals_n30_d6_o0,kappa_9,9.0,4,2.0927150760174893,4,diagnostic_only_not_primary
feature_block_1,intervals_n30_d6_o0,kappa_9,9.0,6,3.018951280228904,4,diagnostic_only_not_primary
feature_block_1,intervals_n30_d6_o0,kappa_9,9.0,8,5.52565894056059,6,diagnostic_only_not_primary
feature_block_1,intervals_n30_d6_o0,kappa_9,9.0,12,6.9190454615933925,8,diagnostic_only_not_primary
feature_block_1,intervals_n30_d6_o0,kappa_12,12.0,2,1.156071243205959,2,diagnostic_only_not_primary
feature_block_1,intervals_n30_d6_o0,kappa_12,12.0,4,2.1429913541542094,4,diagnostic_only_not_primary
feature_block_1,intervals_n30_d6_o0,kappa_12,12.0,6,3.557124352873993,4,diagnostic_only_not_primary
feature_block_1,intervals_n30_d6_o0,kappa_12,12.0,8,2.4632325974676053,4,diagnostic_only_not_primary
feature_block_1,intervals_n30_d6_o0,kappa_12,12.0,12,6.790598395930099,8,diagnostic_only_not_primary
feature_block_1,intervals_n36_d6_o0,kappa_2,2.0,2,1.4550406272683005,2,diagnostic_only_not_primary
feature_block_1,intervals_n36_d6_o0,kappa_2,2.0,4,2.9493884368567027,2,diagnostic_only_not_primary
feature_block_1,intervals_n36_d6_o0,kappa_2,2.0,6,3.08567780214544,2,diagnostic_only_not_primary
feature_block_1,intervals_n36_d6_o0,kappa_2,2.0,8,5.166031837552592,4,diagnostic_only_not_primary
feature_block_1,intervals_n36_d6_o0,kappa_2,2.0,12,4.408770471566625,4,diagnostic_only_not_primary
feature_block_1,intervals_n36_d6_o0,kappa_6,6.0,2,1.4224585715160756,2,diagnostic_only_not_primary
feature_block_1,intervals_n36_d6_o0,kappa_6,6.0,4,1.9535122344810634,2,diagnostic_only_not_primary
feature_block_1,intervals_n36_d6_o0,kappa_6,6.0,6,4.300549931108667,2,diagnostic_only_not_primary
feature_block_1,intervals_n36_d6_o0,kappa_6,6.0,8,6.7120541666232105,4,diagnostic_only_not_primary
feature_block_1,intervals_n36_d6_o0,kappa_6,6.0,12,6.472102924186056,6,diagnostic_only_not_primary
feature_block_1,intervals_n36_d6_o0,kappa_9,9.0,2,1.0047053256744922,2,diagnostic_only_not_primary
feature_block_1,intervals_n36_d6_o0,kappa_9,9.0,4,0.6894610300766949,2,diagnostic_only_not_primary
feature_block_1,intervals_n36_d6_o0,kappa_9,9.0,6,1.5016465412644107,2,diagnostic_only_not_primary
feature_block_1,intervals_n36_d6_o0,kappa_9,9.0,8,2.9321239197389355,2,diagnostic_only_not_primary
feature_block_1,intervals_n36_d6_o0,kappa_9,9.0,12,5.2061097682904265,6,diagnostic_only_not_primary
feature_block_1,intervals_n36_d6_o0,kappa_12,12.0,2,1.2957856809790886,2,diagnostic_only_not_primary
feature_block_1,intervals_n36_d6_o0,kappa_12,12.0,4,1.6793761476874212,2,diagnostic_only_not_primary
feature_block_1,intervals_n36_d6_o0,kappa_12,12.0,6,2.1893272238095776,2,diagnostic_only_not_primary
feature_block_1,intervals_n36_d6_o0,kappa_12,12.0,8,3.660913713965252,2,diagnostic_only_not_primary
feature_block_1,intervals_n36_d6_o0,kappa_12,12.0,12,2.8028267910247626,4,diagnostic_only_not_primary
feature_block_1,intervals_n48_d6_o0,kappa_2,2.0,2,1.515266126152404,2,diagnostic_only_not_primary
feature_block_1,intervals_n48_d6_o0,kappa_2,2.0,4,2.6570088010449053,2,diagnostic_only_not_primary
feature_block_1,intervals_n48_d6_o0,kappa_2,2.0,6,3.2648462366004773,2,diagnostic_only_not_primary
feature_block_1,intervals_n48_d6_o0,kappa_2,2.0,8,4.168409594096068,4,diagnostic_only_not_primary
feature_block_1,intervals_n48_d6_o0,kappa_2,2.0,12,5.704922408409758,4,diagnostic_only_not_primary
feature_block_1,intervals_n48_d6_o0,kappa_6,6.0,2,1.7611008242261614,2,diagnostic_only_not_primary
feature_block_1,intervals_n48_d6_o0,kappa_6,6.0,4,2.257913520181379,2,diagnostic_only_not_primary
feature_block_1,intervals_n48_d6_o0,kappa_6,6.0,6,2.7264789506001974,2,diagnostic_only_not_primary
feature_block_1,intervals_n48_d6_o0,kappa_6,6.0,8,4.509871592693095,2,diagnostic_only_not_primary
feature_block_1,intervals_n48_d6_o0,kappa_6,6.0,12,7.8269935588156985,2,diagnostic_only_not_primary
feature_block_1,intervals_n48_d6_o0,kappa_9,9.0,2,1.6223199030709372,2,diagnostic_only_not_primary
feature_block_1,intervals_n48_d6_o0,kappa_9,9.0,4,2.679663957111787,2,diagnostic_only_not_primary
feature_block_1,intervals_n48_d6_o0,kappa_9,9.0,6,3.189887330766761,2,diagnostic_only_not_primary
feature_block_1,intervals_n48_d6_o0,kappa_9,9.0,8,5.1959888840422765,2,diagnostic_only_not_primary
feature_block_1,intervals_n48_d6_o0,kappa_9,9.0,12,7.068557051939237,2,diagnostic_only_not_primary
feature_block_1,intervals_n48_d6_o0,kappa_12,12.0,2,1.4553728145003613,2,diagnostic_only_not_primary
feature_block_1,intervals_n48_d6_o0,kappa_12,12.0,4,2.575646443425832,2,diagnostic_only_not_primary
feature_block_1,intervals_n48_d6_o0,kappa_12,12.0,6,2.6544723756506743,2,diagnostic_only_not_primary
feature_block_1,intervals_n48_d6_o0,kappa_12,12.0,8,4.079309834188791,2,diagnostic_only_not_primary
feature_block_1,intervals_n48_d6_o0,kappa_12,12.0,12,2.4733562639794635,6,diagnostic_only_not_primary
feature_block_1,centers_n24_d6_o0,kappa_2,2.0,2,0.584493751471912,2,diagnostic_only_not_primary
feature_block_1,centers_n24_d6_o0,kappa_2,2.0,4,1.4262490524806428,2,diagnostic_only_not_primary
feature_block_1,centers_n24_d6_o0,kappa_2,2.0,6,2.144942976150601,2,diagnostic_only_not_primary
feature_block_1,centers_n24_d6_o0,kappa_2,2.0,8,1.3216137661167573,4,diagnostic_only_not_primary
feature_block_1,centers_n24_d6_o0,kappa_2,2.0,12,-2.5409924436603055,8,diagnostic_only_not_primary
feature_block_1,centers_n24_d6_o0,kappa_6,6.0,2,-0.13941431253167053,2,diagnostic_only_not_primary
feature_block_1,centers_n24_d6_o0,kappa_6,6.0,4,0.32556364797357235,6,diagnostic_only_not_primary
feature_block_1,centers_n24_d6_o0,kappa_6,6.0,6,0.97963185053321,6,diagnostic_only_not_primary
feature_block_1,centers_n24_d6_o0,kappa_6,6.0,8,1.3862807618557582,6,diagnostic_only_not_primary
feature_block_1,centers_n24_d6_o0,kappa_6,6.0,12,2.8144591423500245,12,diagnostic_only_not_primary
feature_block_1,centers_n24_d6_o0,kappa_9,9.0,2,0.2977199656061703,4,diagnostic_only_not_primary
feature_block_1,centers_n24_d6_o0,kappa_9,9.0,4,1.7019130049552227,6,diagnostic_only_not_primary
feature_block_1,centers_n24_d6_o0,kappa_9,9.0,6,1.438467832912427,8,diagnostic_only_not_primary
feature_block_1,centers_n24_d6_o0,kappa_9,9.0,8,0.21631184238003107,10,diagnostic_only_not_primary
feature_block_1,centers_n24_d6_o0,kappa_9,9.0,12,5.488654378228898,12,diagnostic_only_not_primary
feature_block_1,centers_n24_d6_o0,kappa_12,12.0,2,-0.40822848031970843,2,diagnostic_only_not_primary
feature_block_1,centers_n24_d6_o0,kappa_12,12.0,4,-0.25157404839493214,2,diagnostic_only_not_primary
feature_block_1,centers_n24_d6_o0,kappa_12,12.0,6,-0.22852143158909421,2,diagnostic_only_not_primary
feature_block_1,centers_n24_d6_o0,kappa_12,12.0,8,-0.08305308697085811,6,diagnostic_only_not_primary
feature_block_1,centers_n24_d6_o0,kappa_12,12.0,12,-2.651370606759658,12,diagnostic_only_not_primary
feature_block_1,centers_n24_d6_o0.125,kappa_2,2.0,2,0.09680732928583957,2,diagnostic_only_not_primary
feature_block_1,centers_n24_d6_o0.125,kappa_2,2.0,4,1.033357654181996,4,diagnostic_only_not_primary
feature_block_1,centers_n24_d6_o0.125,kappa_2,2.0,6,0.40582326449031436,6,diagnostic_only_not_primary
feature_block_1,centers_n24_d6_o0.125,kappa_2,2.0,8,0.4650298568972224,6,diagnostic_only_not_primary
feature_block_1,centers_n24_d6_o0.125,kappa_2,2.0,12,0.47720679876826666,8,diagnostic_only_not_primary
feature_block_1,centers_n24_d6_o0.125,kappa_6,6.0,2,0.1279633066194521,2,diagnostic_only_not_primary
feature_block_1,centers_n24_d6_o0.125,kappa_6,6.0,4,0.9667256758632622,2,diagnostic_only_not_primary
feature_block_1,centers_n24_d6_o0.125,kappa_6,6.0,6,0.5960657450529497,2,diagnostic_only_not_primary
feature_block_1,centers_n24_d6_o0.125,kappa_6,6.0,8,-0.6572356754270162,4,diagnostic_only_not_primary
feature_block_1,centers_n24_d6_o0.125,kappa_6,6.0,12,-0.6331680280822829,6,diagnostic_only_not_primary
feature_block_1,centers_n24_d6_o0.125,kappa_9,9.0,2,-0.2097675582966199,0,diagnostic_only_not_primary
feature_block_1,centers_n24_d6_o0.125,kappa_9,9.0,4,-0.25076768047036485,4,diagnostic_only_not_primary
feature_block_1,centers_n24_d6_o0.125,kappa_9,9.0,6,0.4237366422528519,4,diagnostic_only_not_primary
feature_block_1,centers_n24_d6_o0.125,kappa_9,9.0,8,1.291749159252218,6,diagnostic_only_not_primary
feature_block_1,centers_n24_d6_o0.125,kappa_9,9.0,12,0.7226607347972722,8,diagnostic_only_not_primary
feature_block_1,centers_n24_d6_o0.125,kappa_12,12.0,2,-0.08239743082984342,0,diagnostic_only_not_primary
feature_block_1,centers_n24_d6_o0.125,kappa_12,12.0,4,-1.019749929973614,2,diagnostic_only_not_primary
feature_block_1,centers_n24_d6_o0.125,kappa_12,12.0,6,-0.9330381852200675,8,diagnostic_only_not_primary
feature_block_1,centers_n24_d6_o0.125,kappa_12,12.0,8,-1.2447871045915335,8,diagnostic_only_not_primary
feature_block_1,centers_n24_d6_o0.125,kappa_12,12.0,12,-1.526257793267807,8,diagnostic_only_not_primary
feature_block_1,centers_n24_d6_o0.25,kappa_2,2.0,2,0.3543260277319603,2,diagnostic_only_not_primary
feature_block_1,centers_n24_d6_o0.25,kappa_2,2.0,4,1.2259072058441332,4,diagnostic_only_not_primary
feature_block_1,centers_n24_d6_o0.25,kappa_2,2.0,6,1.9493231841920893,4,diagnostic_only_not_primary
feature_block_1,centers_n24_d6_o0.25,kappa_2,2.0,8,1.8081073905055454,4,diagnostic_only_not_primary
feature_block_1,centers_n24_d6_o0.25,kappa_2,2.0,12,0.48013566455045714,4,diagnostic_only_not_primary
feature_block_1,centers_n24_d6_o0.25,kappa_6,6.0,2,-0.28209779115299666,0,diagnostic_only_not_primary
feature_block_1,centers_n24_d6_o0.25,kappa_6,6.0,4,-1.7320181971211903,2,diagnostic_only_not_primary
feature_block_1,centers_n24_d6_o0.25,kappa_6,6.0,6,-1.6936288846541547,4,diagnostic_only_not_primary
