representation,profile,profile_family,source_family,acquisition_block,run_dir,offset_index,offset_radians,epsilon_level,sparse_realization,offset_group,count_retard,count_stay,count_advance,estimated_eps,unresolved_near_zero
intervals_24_decimal6,kappa_4,kappa_4,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,30,2.125472971056087,na,na,g5,4,0,20,-0.3563037676814322,False
intervals_24_decimal6,kappa_4,kappa_4,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,31,2.360717942934366,na,na,g5,9,0,15,-0.43177043816185073,False
intervals_24_decimal6,kappa_4,kappa_4,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,32,2.518873672395674,na,na,g5,17,0,7,-0.4607002756253144,False
intervals_24_decimal6,kappa_4,kappa_4,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,33,2.746279632217894,na,na,g5,6,0,18,-0.4825785465000188,False
intervals_24_decimal6,kappa_4,kappa_4,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,34,2.92640177655781,na,na,g5,6,0,18,-0.49010496214536464,False
intervals_24_decimal6,kappa_4,kappa_4,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,35,3.060726315293831,na,na,g5,7,2,15,-0.4923970394261312,False
intervals_24_decimal6,kappa_6,kappa_6,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,0,-3.060726315293831,na,na,g0,12,1,11,-0.49917230519074496,False
intervals_24_decimal6,kappa_6,kappa_6,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,1,-2.92640177655781,na,na,g0,11,1,12,-0.4985768519233298,False
intervals_24_decimal6,kappa_6,kappa_6,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,2,-2.746279632217894,na,na,g0,6,0,18,-0.4961726220166236,False
intervals_24_decimal6,kappa_6,kappa_6,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,3,-2.518873672395674,na,na,g0,23,0,1,-0.48635125433253684,False
intervals_24_decimal6,kappa_6,kappa_6,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,4,-2.360717942934366,na,na,g0,16,0,8,-0.4689095064400298,False
intervals_24_decimal6,kappa_6,kappa_6,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,5,-2.125472971056087,na,na,g0,11,0,13,-0.40835233159353357,False
intervals_24_decimal6,kappa_6,kappa_6,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,6,-1.955683617054956,na,na,g1,7,0,17,-0.32402014199522633,False
intervals_24_decimal6,kappa_6,kappa_6,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,7,-1.81130581486731,na,na,g1,16,0,8,-0.22048610143088754,False
intervals_24_decimal6,kappa_6,kappa_6,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,8,-1.70513797996314,na,na,g1,15,0,9,-0.12817343678664167,False
intervals_24_decimal6,kappa_6,kappa_6,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,9,-1.459132129739855,na,na,g1,17,0,7,0.10714804646794851,False
intervals_24_decimal6,kappa_6,kappa_6,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,10,-1.326501968991361,na,na,g1,5,0,19,0.22355202835296029,False
intervals_24_decimal6,kappa_6,kappa_6,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,11,-1.193267876314604,na,na,g1,1,0,23,0.31944611781004406,False
intervals_24_decimal6,kappa_6,kappa_6,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,12,-1.01205578829373,na,na,g2,15,0,9,0.4098969617935372,False
intervals_24_decimal6,kappa_6,kappa_6,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,13,-0.815390451126862,na,na,g2,3,0,21,0.4631390972829178,False
intervals_24_decimal6,kappa_6,kappa_6,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,14,-0.582253411155328,na,na,g2,12,0,12,0.4890514971995147,False
intervals_24_decimal6,kappa_6,kappa_6,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,15,-0.424110634258503,na,na,g2,13,0,11,0.4954912157532212,False
intervals_24_decimal6,kappa_6,kappa_6,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,16,-0.252363301580937,na,na,g2,20,0,4,0.49827433349937766,False
intervals_24_decimal6,kappa_6,kappa_6,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,17,-0.126277469898986,na,na,g2,7,4,13,0.499043112525442,False
intervals_24_decimal6,kappa_6,kappa_6,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,18,0.126277469898986,na,na,g3,12,11,1,0.49904311252544187,False
intervals_24_decimal6,kappa_6,kappa_6,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,19,0.252363301580937,na,na,g3,5,0,19,0.49827433349937755,False
intervals_24_decimal6,kappa_6,kappa_6,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,20,0.424110634258503,na,na,g3,4,0,20,0.4954912157532213,False
intervals_24_decimal6,kappa_6,kappa_6,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,21,0.582253411155328,na,na,g3,0,0,24,0.4890514971995148,False
intervals_24_decimal6,kappa_6,kappa_6,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,22,0.815390451126862,na,na,g3,0,0,24,0.4631390972829178,False
intervals_24_decimal6,kappa_6,kappa_6,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,23,1.01205578829373,na,na,g3,3,0,21,0.4098969617935372,False
intervals_24_decimal6,kappa_6,kappa_6,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,24,1.193267876314604,na,na,g4,5,0,19,0.3194461178100436,False
intervals_24_decimal6,kappa_6,kappa_6,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,25,1.326501968991361,na,na,g4,5,0,19,0.22355202835295995,False
intervals_24_decimal6,kappa_6,kappa_6,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,26,1.459132129739855,na,na,g4,0,0,24,0.10714804646794818,False
intervals_24_decimal6,kappa_6,kappa_6,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,27,1.70513797996314,na,na,g4,13,0,11,-0.12817343678664206,False
intervals_24_decimal6,kappa_6,kappa_6,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,28,1.81130581486731,na,na,g4,8,0,16,-0.22048610143088776,False
intervals_24_decimal6,kappa_6,kappa_6,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,29,1.955683617054956,na,na,g4,3,0,21,-0.32402014199522655,False
intervals_24_decimal6,kappa_6,kappa_6,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,30,2.125472971056087,na,na,g5,14,0,10,-0.4083523315935338,False
intervals_24_decimal6,kappa_6,kappa_6,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,31,2.360717942934366,na,na,g5,8,0,16,-0.46890950644002993,False
intervals_24_decimal6,kappa_6,kappa_6,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,32,2.518873672395674,na,na,g5,4,0,20,-0.4863512543325369,False
intervals_24_decimal6,kappa_6,kappa_6,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,33,2.746279632217894,na,na,g5,10,0,14,-0.4961726220166236,False
intervals_24_decimal6,kappa_6,kappa_6,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,34,2.92640177655781,na,na,g5,21,0,3,-0.4985768519233298,False
intervals_24_decimal6,kappa_6,kappa_6,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,35,3.060726315293831,na,na,g5,7,0,17,-0.49917230519074496,False
intervals_24_decimal6,kappa_9,kappa_9,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,0,-3.060726315293831,na,na,g0,3,6,15,-0.4999664475874796,False
intervals_24_decimal6,kappa_9,kappa_9,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,1,-2.92640177655781,na,na,g0,1,0,23,-0.49990788115143264,False
intervals_24_decimal6,kappa_9,kappa_9,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,2,-2.746279632217894,na,na,g0,0,2,22,-0.49955582653966824,False
intervals_24_decimal6,kappa_9,kappa_9,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,3,-2.518873672395674,na,na,g0,3,0,21,-0.4970002229371815,False
intervals_24_decimal6,kappa_9,kappa_9,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,4,-2.360717942934366,na,na,g0,10,0,14,-0.48988241925170256,False
intervals_24_decimal6,kappa_9,kappa_9,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,5,-2.125472971056087,na,na,g0,6,0,18,-0.45127853329523493,False
intervals_24_decimal6,kappa_9,kappa_9,transmutation,block_1,<PROJECT_ROOT>\runs\transmutation\transmutation-v0.1-block1_2bf5f01c6698\20260723T113147Z,6,-1.955683617054956,na,na,g1,15,0,9,-0.37691024931844064,False
